name,address1,address2,address3,borough_name,website,os_addressbase_uprn,borough_code,ward_2018_name,ward_2018_code,longitude,latitude,easting,northing,category,year,,,,,,,,,,
Blackheath Halls,23 Lee Road,Lewisham,,Greenwich,www.blackheathhalls.com,1E+11,E09000011,Blackheath Westcombe,E05000215,0.0112219,51.46386157882878,539695.0001,175849.00012149662,Music Venues,2018,,,,,,,,,,
Canavan's Peckham Pool Club,Flat 188,Rye Lane,Southwark,Southwark,,2E+11,E09000028,Rye Lane,E05011113,-0.065011985,51.46672767617534,534392.0001,176025.00012159348,Music Venues,2018,,,,,,,,,,
Block 336,336 Brixton Road,Lambeth,,Lambeth,www.block336.com,10091845237,E09000022,Ferndale,E05000421,-0.111642667,51.46763201195888,531151.0001,176041.00012159348,Music Venues,2018,,,,,,,,,,
Tasty Bakery,207 Rye Lane,Southwark,,Southwark,,2E+11,E09000028,Rye Lane,E05011113,-0.064979341,51.46715883504692,534393.0001,176073.00012159348,Music Venues,2018,,,,,,,,,,
Phoenix,348 Clapham Road,Lambeth,,Lambeth,www.phoenixclapham.com,2E+11,E09000022,Larkhall,E05000425,-0.12559623,51.46832362118532,530180.0001,176093.00012159348,Music Venues,2018,,,,,,,,,,
O'neills,52 Tranquil Vale,Lewisham,,Lewisham,www.oneills.co.uk/national-search/london/blackheath,2E+11,E09000023,Blackheath,E05000438,0.009631961,51.46634415420671,539577.0001,176122.00012149662,Music Venues,2018,,,,,,,,,,
John The Unicorn,157-159 Rye Ln London,,,Southwark,www.johntheunicorn.com,0,E09000028,Rye Lane,E05011113,-0.065940607,51.468262936391504,534323.0001,176194.00012159348,Music Venues,2018,,,,,,,,,,
Red Lion,92-94 Linkfield Road,Hounslow,,Hounslow,www.red-lion.info,1E+11,E09000018,Syon,E05000364,-0.33238919,51.47302140123893,515807.0001221001,176268.00012169778,Music Venues,2018,,,,,,,,,,
Copeland Gallery,Unit C2 Industrial Park,133,Copeland Road,Southwark,,10091904160,E09000028,Rye Lane,E05011113,-0.064146182,51.46949243518902,534444.0001,176334.00012159348,Music Venues,2018,,,,,,,,,,
Copeland Park & Bussey Building,Unit C2 Industrial Park,133,Copeland Road,Southwark,,10091904160,E09000028,Rye Lane,E05011113,-0.064146182,51.46949243518902,534444.0001,176334.00012159348,Music Venues,2018,,,,,,,,,,
Brixton Jamm,261 Brixton Road,Lambeth,,Lambeth,www.brixtonjamm.org/,1E+11,E09000022,Vassall,E05000436,-0.110280436,51.47028117346038,531238.0001,176338.00012159348,Music Venues,2018,,,,,,,,,,
The Bulls Head Barnes,373 Lonsdale Road,Richmond Upon Thames,,Richmond Upon Thames,www.thebullsheadbarnes.com,1E+11,E09000027,Barnes,E05000516,-0.249258211,51.47325742464648,521579.0001,176429.00012169778,Music Venues,2018,,,,,,,,,,
Longfield Hall,50 Knatchbull Road,Lambeth,,Lambeth,,10091908880,E09000022,Vassall,E05000436,-0.103400859,51.47123132467824,531713.0001,176456.00012159348,Music Venues,2018,,,,,,,,,,
Bull Hotel,151 Shooters Hill,Greenwich,,Greenwich,,1E+11,E09000011,Shooters Hill,E05000227,0.068203618,51.46877899091203,543637.0001222938,176506.00012149662,Music Venues,2018,,,,,,,,,,
Le Quecumbar And Brasserie,42-44 Battersea High Street,Wandsworth,,Wandsworth,www.quecumbar.co.uk,1E+11,E09000032,St. Mary's Park,E05000622,-0.172390697,51.47347833006799,526916.0001,176584.00012159348,Music Venues,2018,,,,,,,,,,
The White Horse,42795 Parsons Green,Hammersmith And Fulham,,Hammersmith And Fulham,www.whitehorsesw6.com,34069416,E09000013,Parsons Green And Walham,E05000260,-0.198480294,51.47398107053605,525103.0001,176595.00012159348,Music Venues,2018,,,,,,,,,,
Jazzlive At The Crypt,St. Giles Church Camberwell Church St,London,,Southwark,www.jazzlive.co.uk,0,E09000028,St. Giles,E05011115,-0.085258546,51.472546272404685,532969.0001,176635.00012159348,Music Venues,2018,,,,,,,,,,
Grove,279 Battersea Park Road,Wandsworth,,Wandsworth,www.thegrovebattersea.co.uk/contactfind-us,1E+11,E09000032,Queenstown,E05000620,-0.151442586,51.47404925082151,528369.0001,176684.00012159348,Music Venues,2018,,,,,,,,,,
The Tiger,18 Camberwell Green,Southwark,,Southwark,,2E+11,E09000028,Camberwell Green,E05011096,-0.090874416,51.47324943166757,532577.0001,176703.00012159348,Music Venues,2018,,,,,,,,,,
Prince Of Peckham,1 Clayton Road,Southwark,,Southwark,,2E+11,E09000028,Rye Lane,E05011113,-0.063721299,51.47306490972323,534463.0001,176732.00012159348,Music Venues,2018,,,,,,,,,,
Tap On The Line,Kew Garden Station Station Approach,Richmond,,Richmond Upon Thames,www.tapontheline.co.uk,0,E09000027,Kew,E05000524,-0.283623538,51.47658950983725,519184.0001,176743.00012169778,Music Venues,2018,,,,,,,,,,
The Magic Garden,231 Battersea Park Road,Wandsworth,,Wandsworth,,10024085883,E09000032,Queenstown,E05000620,-0.149208915,51.47479645175721,528522.0001,176771.00012159348,Music Venues,2018,,,,,,,,,,
The White Horse,530 Bath Road,Hillingdon,,Hillingdon,www.oldenglishpub.com,1E+11,E09000017,Heathrow Villages,E05000331,-0.488737252,51.48043794988463,504933.0001221001,176857.00012169778,Music Venues,2018,,,,,,,,,,
Bunker Club,46 Deptford Broadway,Lewisham,,Lewisham,,1E+11,E09000023,Brockley,E05000439,-0.023657706,51.47404218434127,537242.0001,176915.00012149662,Music Venues,2018,,,,,,,,,,
Royal Albert,460 New Cross Road,Lewisham,,Lewisham,www.royalalbertpub.com,1E+11,E09000023,Brockley,E05000439,-0.027133057,51.47460437235746,536999.0001,176971.00012149662,Music Venues,2018,,,,,,,,,,
Five Bells,155 New Cross Road,Lewisham,,Lewisham,,1E+11,E09000023,New Cross,E05000449,-0.045131877,51.47502281078502,535748.0001,176984.00012159348,Music Venues,2018,,,,,,,,,,
The Amersham Arms,388 New Cross Road,Lewisham,,Lewisham,www.theamershamarms.co.uk,1E+11,E09000023,Brockley,E05000439,-0.031002876,51.475038176872005,536729.0001,177012.00012149662,Music Venues,2018,,,,,,,,,,
New Cross Inn,323 New Cross Road,Lewisham,,Lewisham,www.newcrossinn.com,1E+11,E09000023,New Cross,E05000449,-0.035540972,51.47533915381398,536413.0001,177037.00012149662,Music Venues,2018,,,,,,,,,,
The Venue,42827 Clifton Rise,Lewisham,,Lewisham,www.thevenuelondon.com,1E+11,E09000023,New Cross,E05000449,-0.035162538,51.475431742712026,536439.0001,177048.00012149662,Music Venues,2018,,,,,,,,,,
Royal Oak,270 Bexley Road,Bexley,,Bexley,www.theroyaloakpub.com,1E+11,E09000004,Northumberland Heath,E05011228,0.1635203779417263,51.47214903232239,550245.0001222938,177072.00012129545,Music Venues,2018,,,,,,,,,,
Birds Nest,32 Deptford Church Street,Lewisham,,Lewisham,www.thebirdsnestpub.com,1E+11,E09000023,New Cross,E05000449,-0.020938921,51.47563318,537426.0001,177097.00012149662,Music Venues,2018,,,,,,,,,,
Chelsea Ram,32 Burnaby Street,Kensington And Chelsea,,Kensington And Chelsea,www.thechelsearam.co.uk,217008187,E09000020,Chelsea Riverside,E05009391,-0.180998908,51.47863960719051,526304.0001,177143.00012159348,Music Venues,2018,,,,,,,,,,
Number3london,3 Creekside,Lewisham,,Lewisham,,1E+11,E09000023,New Cross,E05000449,-0.020299452,51.47609905004914,537469.0001,177150.00012149662,Music Venues,2018,,,,,,,,,,
British Oak,109 Old Dover Road,Greenwich,,Greenwich,www.britishoakblackheath.com,1E+11,E09000011,Kidbrooke With Hornfair,E05000223,0.027756469,51.47566439323026,540807.0001,177193.00012149662,Music Venues,2018,,,,,,,,,,
Broadway House,474-476 Fulham Road,Hammersmith And Fulham,,Hammersmith And Fulham,,34069886,E09000013,Fulham Broadway,E05000254,-0.194080284,51.47964226066425,525393.0001,177232.00012159348,Music Venues,2018,,,,,,,,,,
O'briens,11 London Road,Hounslow,,Hounslow,,1E+11,E09000018,Syon,E05000364,-0.311172934,51.48170212735042,517258.0001221001,177267.00012169778,Music Venues,2018,,,,,,,,,,
Bar 48,48 Brixton Road,Lambeth,,Lambeth,,1E+11,E09000022,Oval,E05000426,-0.110400242,51.47888102314502,531205.0001,177294.00012159348,Music Venues,2018,,,,,,,,,,
Brewery Tap,Catherine Wheel Road Hounslow,,,Hounslow,www.brewery-tap-brentford.co.uk,1E+11,E09000018,Syon,E05000364,-0.304654322,51.48192282294071,517710.0001221001,177302.00012169778,Music Venues,2018,,,,,,,,,,
Job Centre,120 Deptford High St London,,,Lewisham,www.jobcentredeptford.com,0,E09000023,New Cross,E05000449,-0.024285321,51.477848121252194,537187.0001,177337.00012149662,Music Venues,2018,,,,,,,,,,
Under The Bridge,Stanford Bridge Fulham Road,Fulham,London,Hammersmith And Fulham,www.underthebridge.co.uk,0,E09000013,Parsons Green And Walham,E05000260,-0.189353854,51.481152225731954,525717.0001,177408.00012159348,Music Venues,2018,,,,,,,,,,
Queens Head,123 High Street,Hounslow,,Hounslow,www.queens-head-cranford.co.uk,2E+11,E09000018,Heston West,E05000357,-0.403747429,51.48450085916899,510824.0001221001,177434.00012169778,Music Venues,2018,,,,,,,,,,
Watermans Arms,1 Ferry Lane,Hounslow,,Hounslow,www.watermans-arms.co.uk,1E+11,E09000018,Syon,E05000364,-0.299382469,51.48347428554599,518072.0001221001,177483.00012169778,Music Venues,2018,,,,,,,,,,
Brown Derby,336 Kennington Park Road,Lambeth,,Lambeth,www.thebrownderby.co.uk,1E+11,E09000022,Oval,E05000426,-0.111879376,51.480730560851455,531097.0001,177497.00012159348,Music Venues,2018,,,,,,,,,,
Olivers Jazz Bar,9 Nevada Street,Greenwich,,Greenwich,www.oliversjazzbar.co.uk,10010246216,E09000011,Greenwich West,E05000222,-0.006384296,51.47912796961092,538426.0001,177513.00012149662,Music Venues,2018,,,,,,,,,,
The Battersea Barge,Tideway Dock Tideway Walk,Kirtling Street,Wandsworth,Wandsworth,www.batterseabarge.com,10024084698,E09000032,Queenstown,E05000620,-0.136534429,51.48224023728422,529381.0001,177621.00012159348,Music Venues,2018,,,,,,,,,,
The Duke,125 Creek Road,Greenwich,,Greenwich,www.thedukedeptford.com,1E+11,E09000011,Greenwich West,E05000222,-0.018804764,51.48067859538678,537559.0001,177662.00012149662,Music Venues,2018,,,,,,,,,,
The Coach And Horses,13 Greenwich Market,Greenwich,,Greenwich,www.the-coach-and-horses.co.uk,10010200567,E09000011,Greenwich West,E05000222,-0.007450798,51.480764976929315,538347.0001,177693.00012149662,Music Venues,2018,,,,,,,,,,
Admiral Hardy,7 College Approach,Greenwich,,Greenwich,www.admiralhardy.co.uk,1E+11,E09000011,Greenwich West,E05000222,-0.007859875,51.48129356658768,538317.0001,177751.00012149662,Music Venues,2018,,,,,,,,,,
Juju,Flat A-C 316-318,Kings Road,Kensington And Chelsea,Kensington And Chelsea,www.jujulondon.com,217112650,E09000020,Stanley,E05009405,-0.172355007,51.48517839716768,526886.0001,177885.00012159348,Music Venues,2018,,,,,,,,,,
Old Mill,1 Old Mill Road,Greenwich,,Greenwich,,10010194001,E09000011,Glyndon,E05000221,0.085675919,51.48119574489661,544811.0001222938,177921.00012139976,Music Venues,2018,,,,,,,,,,
Trinity Laban Faculty Of Music,King Charles Court Old Royal Naval College,London,,Greenwich,https:/www.trinitylaban.ac.uk/whats-on,0,E09000011,Greenwich West,E05000222,-0.005358978,51.483032489557154,538485.3565064967,177949.07611029595,Music Venues,2018,,,,,,,,,,
Finborough Theatre,118 Finborough Road,Kensington And Chelsea,,Kensington And Chelsea,www.finboroughtheatre.co.uk,217112560,E09000020,Redcliffe,E05009402,-0.188483515,51.48603126588081,525764.0001,177952.00012159348,Music Venues,2018,,,,,,,,,,
One Over The Ait,Unit 4 8,Kew Bridge Road,Hounslow,Hounslow,www.oneovertheait.co.uk,10093259940,E09000018,Brentford,E05000347,-0.286756222,51.48753537019598,518938.0001,177955.00012169778,Music Venues,2018,,,,,,,,,,
Fox,79 Nuxley Road,Bexley,,Bexley,www.thefoxpubbelvedere.co.uk,1E+11,E09000004,Belvedere,E05011218,0.1462036548905264,51.48060689838108,549015.0001222938,177977.00012139976,Music Venues,2018,,,,,,,,,,
The Eagle,349 Kennington Lane,Lambeth,,Lambeth,www.eaglelondon.com/,1E+11,E09000022,Oval,E05000426,-0.117739057,51.48569033082348,530676.0001,178038.00012159348,Music Venues,2018,,,,,,,,,,
Royal Vauxhall Tavern,372 Kennington Lane,Lambeth,,Lambeth,www.vauxhalltavern.com,1E+11,E09000022,Prince's,E05000427,-0.120223596,51.48587408942508,530503.0001,178054.00012159348,Music Venues,2018,,,,,,,,,,
Grosvenor,79 Grosvenor Road,City Of Westminster,,City Of Westminster,,2E+11,E09000033,Tachbrook,E05000645,-0.130081419,51.48611266670331,529818.0001,178063.00012159348,Music Venues,2018,,,,,,,,,,
The Old Dairy At Vauxhall City Farm,Vauxhall City Farm165 Tyers Street,,,Lambeth,https://www.facebook.com/musicatthefarm,0,E09000022,Prince's,E05000427,-0.11768055,51.486895100667795,530676.6168823987,178172.06292679906,Music Venues,2018,,,,,,,,,,
The Globe,104 Windmill Road,Hounslow,,Hounslow,www.theglobebrentford.com,1E+11,E09000018,Brentford,E05000347,-0.308200613,51.49001415101281,517443.0001221001,178196.00012169778,Music Venues,2018,,,,,,,,,,
The Troubadour,263-267 Old Brompton Road,Kensington And Chelsea,,Kensington And Chelsea,www.troubadourlondon.com,217114565,E09000020,Redcliffe,E05009402,-0.189991804,51.48832093,525653.0001,178204.00012159348,Music Venues,2018,,,,,,,,,,
Distillers,64 Fulham Palace Road,Hammersmith And Fulham,,Hammersmith And Fulham,www.distillershammersmith.co.uk,34030273,E09000013,Hammersmith Broadway,E05000256,-0.221707628,51.488842211885704,523450.0001,178208.00012159348,Music Venues,2018,,,,,,,,,,
Pilot,56 Wellesley Road,Hounslow,,Hounslow,www.pilot-chiswick.co.uk,2E+11,E09000018,Turnham Green,E05000365,-0.276171258,51.48974550394527,519667.0001,178218.00012169778,Music Venues,2018,,,,,,,,,,
The Hammersmith Club,11 Rutland Grove,Hammersmith And Fulham,,Hammersmith And Fulham,,34149712,E09000013,Hammersmith Broadway,E05000256,-0.228592553,51.489243214170266,522971.0001,178241.00012169778,Music Venues,2018,,,,,,,,,,
The Pheasantry,152 King's Rd Chelsea,London,,Kensington And Chelsea,www.pizzaexpresslive.com/venues/chelsea-the-pheasantry,217047024,E09000020,Stanley,E05009405,-0.163878229,51.48857142968084,527465.0001,178277.00012159348,Music Venues,2018,,,,,,,,,,
Pelton Arms,23-25 Pelton Road,Greenwich,,Greenwich,www.peltonarms.com,10010201122,E09000011,Peninsula,E05000225,0.004158752,51.486350072554785,539136.0001,178336.00012149662,Music Venues,2018,,,,,,,,,,
Eventim Apollo,Queen Caroline Street Hammersmith And Fulham,,,Hammersmith And Fulham,www.eventimapollo.com,34030384,E09000013,Hammersmith Broadway,E05000256,-0.222851237,51.49018159399857,523367.0001,178355.00012159348,Music Venues,2018,,,,,,,,,,
Old Red Lion,42 Kennington Park Road,Lambeth,,Lambeth,www.theoldredlion.com,1E+11,E09000022,Prince's,E05000427,-0.103615499,51.48897025296443,531647.0001,178428.00012159348,Music Venues,2018,,,,,,,,,,
Eclipse,158 Old Brompton Road,Kensington And Chelsea,,Kensington And Chelsea,www.eclipsebars.com,217103754,E09000020,Redcliffe,E05009402,-0.181653252,51.49043130008446,526226.0001,178453.00012159348,Music Venues,2018,,,,,,,,,,
George Iv,185 Chiswick High Road,Hounslow,,Hounslow,www.georgeiv.co.uk,1E+11,E09000018,Turnham Green,E05000365,-0.255509594,51.49171526840097,521096.0001,178471.00012169778,Music Venues,2018,,,,,,,,,,
Hammersmith Ram,81 King Street,Hammersmith And Fulham,,Hammersmith And Fulham,www.thehammersmithram.co.uk,34029868,E09000013,Hammersmith Broadway,E05000256,-0.226779129,51.49179693409992,523090.0001,178528.00012169778,Music Venues,2018,,,,,,,,,,
Old Pack Horse,434 Chiswick High Road,Hounslow,,Hounslow,www.oldpackhorsechiswick.co.uk,1E+11,E09000018,Turnham Green,E05000365,-0.265121523,51.49240647644886,520427.0001,178532.00012169778,Music Venues,2018,,,,,,,,,,
Cask Pub And Kitchen,6 Charlwood Street,City Of Westminster,,City Of Westminster,www.caskpubandkitchen.com,1E+11,E09000033,Tachbrook,E05000645,-0.135704788,51.49057310242575,529415.0001,178549.00012159348,Music Venues,2018,,,,,,,,,,
Nell's Jazz & Blues,3 North End Crescent,Hammersmith And Fulham,,Hammersmith And Fulham,www.nellsjazzandblues.com,34151679,E09000013,Avonmore And Brook Green,E05000252,-0.205675684,51.49172770922717,524555.0001,178556.00012159348,Music Venues,2018,,,,,,,,,,
Brasserie & Wine Bar Toulouse Lautrec,140 Newington Butts,Lambeth,,Lambeth,www.toulouselautrec.co.uk,2E+11,E09000022,Prince's,E05000427,-0.101863152,51.49057873716784,531764.0001,178610.00012159348,Music Venues,2018,,,,,,,,,,
Albert's Club,92 Old Brompton Road,Kensington And Chelsea,,Kensington And Chelsea,,217060804,E09000020,Courtfield,E05009393,-0.176343275,51.49208458574332,526590.0001,178646.00012159348,Music Venues,2018,,,,,,,,,,
Hampton Court Palace,35 Hampton Street,Southwark,,Southwark,www.hrp.org.uk/hampton-court-palace,2E+11,E09000028,Newington,E05011105,-0.098959434,51.49111627878908,531964.0001,178675.00012159348,Music Venues,2018,,,,,,,,,,
Ealing Park Tavern,222 South Ealing Road,Hounslow,,Ealing,www.ealingparktavern.co.uk,12080010,E09000009,Northfield,E05000182,-0.304513006,51.495051152176806,517686.0001221001,178762.00012169778,Music Venues,2018,,,,,,,,,,
Albion,121 Hammersmith Road,Hammersmith And Fulham,,Hammersmith And Fulham,www.thealbionpub.com,34056955,E09000013,Avonmore And Brook Green,E05000252,-0.211112118,51.49380733306639,524172.0001,178778.00012159348,Music Venues,2018,,,,,,,,,,
Montezuma London Club,17 Harrington Road,Kensington And Chelsea,,Kensington And Chelsea,www.montezumalondon.com,217036855,E09000020,Brompton & Hans Town,E05009389,-0.174155601,51.49347151956033,526738.0001,178804.00012159348,Music Venues,2018,,,,,,,,,,
Cadogan Hall,5 Sloane Terrace,Kensington And Chelsea,,Kensington And Chelsea,www.cadoganhall.com,217078765,E09000020,Royal Hospital,E05009403,-0.155689881,51.49335340024676,528020.0001,178823.00012159348,Music Venues,2018,,,,,,,,,,
Lamb,137 Norwood Road,Ealing,,Ealing,www.sizzlingpubs.co.uk/findapub/london/thecrownnortholt,12025543,E09000009,Norwood Green,E05000186,-0.374174629,51.49666722,512847.0001221001,178832.00012169778,Music Venues,2018,,,,,,,,,,
Bollo House,13 Bollo Lane,Ealing,,Ealing,www.thebollohouse.com,12097755,E09000009,Southfield,E05000191,-0.268485402,51.495262150503955,520186.0001,178844.00012169778,Music Venues,2018,,,,,,,,,,
R&v Music Ltd,10 Sextant Avenue,Tower Hamlets,,Tower Hamlets,,6078489,E09000030,Blackwall & Cubitt Town,E05009318,-0.003069108,51.49105122405267,538620.0001,178845.00012149662,Music Venues,2018,,,,,,,,,,
The Space,269 Westferry Road,Tower Hamlets,,Tower Hamlets,www.space.org.uk,6060149,E09000030,Island Gardens,E05009324,-0.022589622,51.49140905609677,537264.0001,178848.00012149662,Music Venues,2018,,,,,,,,,,
Ciné Lumière,17 Queensberry Place,Kensington And Chelsea,,Kensington And Chelsea,www.institut-francais.org.uk/cine-lumiere,217107579,E09000020,Brompton & Hans Town,E05009389,-0.175616764,51.49404287,526635.0001,178865.00012159348,Music Venues,2018,,,,,,,,,,
Corsica Studios,Southwark ,,,Southwark,www.corsicastudios.com,10013530837,E09000028,North Walworth,E05011107,-0.097137646,51.493002369861806,532085.0001,178888.00012159348,Music Venues,2018,,,,,,,,,,
Plough,297 Northfield Avenue,Ealing,,Ealing,www.ploughnorthfields.co.uk,12153213,E09000009,Northfield,E05000182,-0.310994506,51.49666457182133,517232.0001221001,178931.00012169778,Music Venues,2018,,,,,,,,,,
Apollo Victoria Theatre,17 Wilton Road,City Of Westminster,,City Of Westminster,www.theapollovictoria.com,1E+11,E09000033,Warwick,E05000647,-0.141074963,51.49526307803617,529029.0001,179061.00012159348,Music Venues,2018,,,,,,,,,,
St John Smiths Square,St John's Smith Square ,,,City Of Westminster,https://www.sjss.org.uk/,0,E09000033,St. James's,E05000644,-0.125470012,51.49544706989952,530111.5381,179109.0819086954,Music Venues,2018,,,,,,,,,,
Bianca Road Brew Co,19 Pages Walk,Southwark,,Southwark,,2E+11,E09000028,London Bridge & West Bermondsey,E05011104,-0.078186339,51.49484275789494,533395.0001,179127.00012159348,Music Venues,2018,,,,,,,,,,
Victoria Palace Theatre,Victoria St Westminster,London,,City Of Westminster,www.victoriapalacetheatre.co.uk,2.00002E+11,E09000033,St. James's,E05000644,-0.140916249,51.496330797061326,529037.0001,179180.00012159348,Music Venues,2018,,,,,,,,,,
Studio 338,338 Tunnel Avenue,Greenwich,,Greenwich,www.studio338.co.uk/,1E+11,E09000011,Peninsula,E05000225,0.006378926,51.49491912345394,539264.0001,179293.00012149662,Music Venues,2018,,,,,,,,,,
